indice_tiempo,afganistan,albania,argelia,angola,argentina,armenia,aruba,australia,austria,azerbaiyan,bahamas,bahrein,bangladesh,barbados,belarus,belgica,belice,benin,islas_bermudas,bolivia,bosnia_herzegovina,botswana,brasil,islas_virgenes_britanicas,brunei_darussalam,bulgaria,burkina_faso,burundi,cabo_verde,camboya,camerun,canada,islas_caiman,republica_centroafricana,chad,chile,china,china_rae_de_hong_kong,china_rae_de_macao,china_provincia_de_taiwan,colombia,congo,islas_cook,costa_rica,cote_divoire,croacia,curazao,chipre,czechia,checoslovaquia,rep_dem_del_congo,dinamarca,republica_dominicana,ecuador,egipto,el_salvador,guinea_ecuatorial,estonia,fiyi,finlandia,francia,polinesia_frances,gabon,gambia,georgia,alemania,ghana,grecia,guatemala,guinea,guinea_bissau,guayana,haiti,honduras,hungria,islandia,india,indonesia,iran,irak,irlanda,israel,italia,jamaica,japon,jordan,kazakhstan,kenia,kiribati,rep_de_corea,kuwait,kirguistan,lao,letonia,libano,liberia,libia,lituania,luxemburgo,madagascar,malawi,malasia,mali,malta,mauritania,mauricio,mejico,mongolia,montenegro,marruecos,mozambique,namibia,paises_bajos,antillas_holandesas,nueva_caledonia,nueva_zelanda,nicaragua,niger,nigeria,noruega,oman,pakistan,panama,papua_nueva_guinea,paraguay,peru,filipinas,polonia,portugal,katar,republica_de_moldova,rumania,federacion_rusa,ruanda,santo_tome_principe,arabia_saudita,senegal,serbia,serbia_montenegro,seychelles,sierra_leona,singapur,sint_maarten,eslovaquia,eslovenia,islas_salomon,sudafrica,espanna,sri_lanka,estado_de_palestina,suriname,swazilandia,suecia,suiza,tailandia,tfyr_de_macedonia,timor_oriental,tonga,trinidad_tobago,tunez,turquia,uganda,ucrania,emiratos_arabes_unidos,reino_unido,estados_unidos,uruguay,venezuela,viet_nam,yemen,zambia,zimbabue
1990-01-01,1e-05,,40.0,-334.5,1836.0,,130.5029999,7904.391676,653.0,,-17.3,-182.9,3.23878,11.21328275,,8046.73,19.0,62.3767285,,67.0,,95.9,988.7999999,18.35,7.0,4.0,0.46,1.25543,0.252601,,-112.831,7582.276,49.0399999,0.69785,9.4,661.2,3487.11,3275.072298,0.48,1330.0,500.0,22.5515582,,162.4,48.4344296,,,126.62,,165.0,-14.46,1132.15,132.8,126.1795,734.0,1.8999999,11.0738,,84.13745596,644.6694172,16520.243244,22.16,73.4578999,14.1199999,,2962.363761,14.8,1005.0,59.2999999,17.8599999,2.02,7.9,8.0,43.5,553.8089999,22.08160758,236.69,,-361.9499999,-6.8099999,621.9109999,137.12,6344.876,174.9,1806.039008,37.6499999,,57.1,0.299751768,1045.6,5.5999999,,6.0,,6.45,225.24,158.911,,,22.3850223,23.3,2611.0,5.72972,45.7939999,6.73622,40.97285296,2633.238,,,165.0,9.1999999,29.56727425,11063.315,8.101,,1684.763155,0.67,40.8132,1002.5,1563.802969,142.263,278.3311425,135.535,155.413,71.0557999,41.1,550.0,88.0,2363.322636,4.8799999,,0.01,,7.66,,312.0,56.9298293,,,0.26232457,32.4346999,5574.749108,,,,10.44,-78.45956434,10797.15159,43.3513999,,-76.7999999,28.4608802,1971.176541,5483.889545,2575.0,,,0.2,109.4,88.7,684.0,-5.91,,-115.8199999,30461.116,48422.0,41.5399999,778.1919999,180.0,-130.9,202.78,12.1999999
1991-01-01,-0.28,,80.0,664.1,2439.0,,184.749,4055.275129,360.0,,-1.3,619.5,1.3904399,7.42492125,,9362.56,15.05,120.7804131,,95.7,,-8.2114802,1102.2,4.86,5.0,55.8999999,0.57,0.8925,1.7443299,,-14.4979999,2880.957,-8.5399999,-4.8740399,4.2395399,822.1,4366.34,1020.860063,10.72,1271.0,456.8999999,32.7535296,,178.4,18.5248859,,,81.7999999,,604.0,12.39,1552.52,145.0,160.1431,253.0,25.1999999,41.3248,,11.31773693,-207.7861406,16186.4952165,33.82,-54.5891999,8.0299999,,4727.24972,20.0,1135.0,90.4,38.77,2.0899999,12.34,13.6,52.1,1470.419,18.27233233,75.0,,22.59,7.6859999,1361.668,49.56,2481.577,171.1999999,1284.26882,-11.89,,18.8,0.508662055,1455.2,0.8,,6.9,,1.6299999,8.41,91.9038,,,13.6817622,-28.6999999,4043.0,1.20522,76.983,2.26979,18.97484715,4761.498,11.1199999,,317.0,22.5,120.4858546,6074.612329,33.408,,1691.366072,42.0,15.1574,1123.9,302.3319667,135.241,271.9186785,108.525,116.7189999,80.9955999,-7.0,556.0,359.0,2186.582866,42.5399999,,40.0,,4.58,,165.0,-7.443984,,,21.55290577,7.50447,4887.09444,,,,14.513,248.0697637,9633.026352,67.0,,18.5,85.3676204,6353.203736,2642.27784,2049.0,,,0.36,144.0999999,172.8,810.0,1.0,,25.94,14846.168,22799.0,32.34,231.159,375.190278,282.5,34.34,2.7999999
1992-01-01,0.36,20.0,30.0,288.0,4430.978,2.3999999,-16.25698324,5479.381633,1485.517753,,0.3,868.62,3.7218499,14.44999995,7.0,11285.8,17.8,77.5731793,,122.0999999,,-1.5,2061.0,-131.22,7.0,41.5,3.1130521,0.600088,0.450472,33.0,29.2038,4723.744,27.4899999,-10.6766,1.96078,935.2999999,11007.51,3887.467096,-19.5,879.0,728.7,2.7390325,,226.0,69.0538437,13.0,,107.4,,1103.0,-0.73,1017.39,179.6999999,177.8968999,459.0,15.3,6.01832,81.89998767,38.58974444,397.7869999,18750.6703965,0.03,126.94,12.93,,-2089.399033,22.5,1144.0,94.0999999,19.69,5.83,146.6059999,-1.8,47.6,1477.004,-12.73765811,252.0,,8.5,0.093,1458.175,303.8679999,3209.808,190.4,2755.603983,40.7199999,100.0,6.0,0.475893218,1001.6,35.2999999,,7.7999999,31.5,18.46,-10.85,99.0931,10.0,,21.1267605,-7.0999999,5138.0,-21.8745,39.542,7.0,14.77845173,4392.799,2.0,,424.0,25.3,118.2324045,6392.101324,40.0559999,,1088.200066,42.0,56.3900999,1156.7,-668.1148926,104.291,360.5691236,144.494,104.3,117.0755,-79.0,776.0,678.0,1637.534286,39.5799999,17.0,77.0,1161.0,5.5,,250.0,21.5344626,,,1.620467065,-5.59905,2204.33771,,,111.0,14.173,3.506299066,10665.74069,122.631,,-54.2999999,84.3559357,-41.03845751,411.0309909,2151.0,,,1.22,171.0,583.6,844.0,3.0,200.0,129.72,17236.65875,19222.0,11.3,1937.428366,473.945856,718.0,45.0,19.0
1993-01-01,-0.02,68.0,0.001,302.0,2793.085,0.8,-2.569832346,4054.917854,1125.106122,0.01,27.1,-275.0,14.0498999,9.40211385,17.6,10750.0,13.59999995,1.4055508,,123.5999999,,-287.3999999,1290.9,675.98,8.0,40.0,3.1783813,0.47368,3.64407,54.1199999,5.12073,4731.586,459.7599999,-9.98013,15.1609,1034.2,27514.95,6929.625915,-3.6,917.0,959.1,286.054322,,246.6999999,175.1535334,118.2651402,,83.4,653.4672484,,6.87,1712.77,189.3,473.725,1206.5,16.3999999,22.3017,161.1295933,54.74227673,973.907779,16628.2679386,-3.24,-113.7159999,11.19,0.01,368.2348244,125.0,977.0,142.488,2.72,3.2999999,69.537,-2.2,52.1,2442.954,0.443765976,532.0,,207.55,0.803,1077.89,471.85,3746.619,139.1999999,210.4354395,-33.5499999,1271.4,2.0,1.379066478,832.2999999,13.25209797,10.0,29.8999999,44.11601373,7.4,-53.6199999,58.1529,31.2403604,,15.3588383,8.0,5741.0,4.1672111,69.48408115,16.8,15.35584769,4388.801,7.7,,491.0,32.0,55.29815711,6359.115239,11.006,,2211.822687,40.0,-34.3513,1878.1,991.5239783,142.0029999,399.3022291,169.496,61.9508,69.6139,760.589,1238.0,1715.0,1440.670702,72.0499999,14.0,94.0,1210.782,5.8399999,-0.48,180.0,-0.7063069,,,18.83414744,-7.46292,4686.314434,,179.1378503,112.5999999,23.3709999,10.09872266,8571.494817,194.4859999,,-46.6,71.896425,3845.877075,-83.2419702,1807.0,,,2.18,372.6,656.2,636.0,54.5649999,200.0,401.3199999,16956.70237,50663.0,101.5,417.553846,926.3037149,903.0,314.3999999,38.0
1994-01-01,0.02,52.9699999,0.001,170.0999999,3634.932,8.0,-58.77094972,4762.566258,2075.823594,22.0,23.3999999,208.0999999,11.1478,12.94999995,10.5,8513.58,18.814,13.6490125,,130.1999999,,-14.1545452,2149.9,677.5099999,5.8899999,105.4,18.3715924,0.0039578,2.1284399,68.9,-9.0056899,8204.115,467.0699999,3.6022799,27.0747,2583.0,33766.5,7827.938821,3.48,1375.0,1446.497261,2.99,,297.6,117.5385668,110.3327683,,75.2,868.3103411,,-1.5,5006.18,206.8,576.3265,1133.4,,16.9955,214.3515626,71.51053192,1648.519344,15680.5559459,1.55,-99.6029,8.75,8.0,7134.509086,233.0,981.0,65.0999999,0.21,0.43,106.694,-2.7999999,41.5,1143.371,-1.529786516,974.0,,0.294,-0.03,856.979,475.199,2235.95,129.6999999,888.3844709,2.85,659.7,4.2999999,0.519100713,1136.6,0.033684778,38.18,59.2,212.6324252,22.5599999,17.3799999,-72.6243,31.339325,,5.7265569,24.99263219,4581.0,17.4710242,155.8288634,2.834766,20.04409701,10972.501,6.9,,551.0,35.0,97.97792044,7031.611503,21.5079999,,2616.630695,40.0,-11.2589,2287.4,2776.447451,76.4629999,789.3408189,401.572,56.9504,122.5459999,3289.187,1591.0,1875.209041,1250.510601,131.8499999,12.02,341.0,689.5739999,0.001,,690.0,66.8221647,,,30.74432441,-2.87419,8550.188551,,255.1740064,116.9298479,2.096,379.6327588,8883.492432,166.4139999,,-30.1999999,63.2747351,6349.663101,3366.991058,1369.0,24.0,,2.780521428,521.0,566.3999999,608.0,88.152,159.0,62.46,10235.26729,45095.0,154.5,813.0,1944.515936,15.8,40.0,41.0
1995-01-01,-0.0933266,70.0499999,0.001,472.0,5609.423,25.32,1.117318436,11678.76178,1825.090253,155.0,106.8,430.5899999,92.2999999,11.80375015,14.6999999,10688.7,20.76249995,8.0136552,,374.3,,70.41313605,4405.122,-576.71,582.7605633,90.4,9.8167277,1.9819199,26.1805999,150.6999999,7.2924199,9254.772,50.31,6.2005657,32.6115701,2956.1,37520.53,6213.362504,2.1899999,1559.0,968.3682736,121.8155737,,336.8999999,211.7608404,103.4753831,,375.7570399,2561.831451,,-22.35,4176.803746,414.3,452.4601999,595.2,38.0,63.3459414,193.3239157,57.17008099,1021.20023,23562.49673,2.08,-316.6896391,15.0,,12024.48487,106.5,1053.0,75.2999999,0.77,0.04,74.415,7.4,69.4,5103.486605,-9.259302198,2151.0,,8.7629999,,1442.925,1576.598,4816.515,147.4,41.46307235,13.31,964.2599999,33.0,0.387685967,2487.1,6.701334906,96.0746999,95.0999999,178.2942208,35.0,4.5999999,-88.4860999,72.5575,,9.7087378,5.64306096,5815.0,111.3898082,129.287173,6.8264999,18.69287888,9526.3,9.8,,332.0,45.0,152.9876567,11723.69591,-150.0,,2849.961939,75.4,14.4245794,1271.05336,2409.410338,46.2939999,492.095,223.061,454.569,94.5,2556.982,1459.0,3658.1745,674.9228273,93.56,66.9099999,419.0,2065.723,2.0,0.03,578.0,35.0597418,,,45.88080143,7.2870543,11942.80997,,2587.149232,153.5604039,2.0259999,1241.21541,7910.827709,65.0,122.5999999,-20.6,43.4950492,14448.29188,2222.466532,2070.0,9.49,,1.028451304,295.6999999,377.5,885.0,124.509,267.0,399.85,23589.64,58772.0,156.5999999,985.0,1780.4,-217.6999999,107.0,117.7
1996-01-01,0.69,90.09,270.0,180.63,6948.537,17.57,84.46927369,5629.724696,4323.513092,591.0,87.7999999,2048.2,231.61,15.83648405,104.5,14063.9,16.57999995,13.4883648,,429.3,,71.17501952,10791.687,1109.55,653.6,109.0,16.2251344,,28.5279999,293.6999999,101.316,9633.764,1231.71,10.9255755,39.4661735,4814.616,41725.52,10460.17371,5.94,1864.0,3111.67659,72.5791317,,427.0,269.1945296,485.18139,,428.8983104,1428.437754,,24.7899999,758.7946891,96.5,499.6532999,636.3999999,,247.6385587,147.2909262,16.53245913,1087.64318,21746.72761,3.5499999,-498.6159764,18.35,,6572.645653,120.0,1058.0,76.7999999,23.77,1.03,92.914,4.0999999,90.0,3299.576146,83.36842105,2525.0,,20.4899999,-1.994,2617.483,1616.775,3535.094,183.6999999,228.0835455,15.51,1136.88,10.5471417,0.538400059,2782.6,347.350948,46.7927,159.8,382.3640488,80.0,-132.13,-111.7219999,152.43,,10.1626016,15.76759186,7297.0,43.3973476,293.0094103,-0.43554,36.66126219,9185.451,15.9,,322.0,72.5,128.6938723,16186.76489,-59.832,,3918.61704,97.0,2.3458025,2190.68466,3211.102343,60.6,439.305,415.702,111.294,139.5,3471.149,1520.0,4498.720374,1312.517062,338.87,23.7399999,263.0,2579.321,2.22,0.32,64.0,5.4735393,,,28.80615214,0.663928266,11432.37071,,369.7432936,175.479362,5.944,817.5654459,9325.034251,133.0,177.1999999,19.1,21.72421413,5437.401953,3078.454058,2338.0,11.21,,0.284990625,356.3,351.1,722.0,121.507,521.0,300.5199999,28448.04184,84455.0,136.8,2183.0,2395.0,-60.1,127.1,80.9
1997-01-01,-1.46,47.5399999,260.0,411.6499999,9160.272,51.9399999,195.9217877,7762.472354000001,2668.974816,1051.0,210.0,868.6170213,575.2899999,18.20349905,351.6,11998.3,11.946,13.7063986,34.7,854.0,,100.0887486,18992.934,3636.65,701.74,646.6614424,9.765809,,11.5766066,168.0999999,78.3355999,11525.1838,3150.87,1.497424,44.2939405,5271.4,45257.04,11368.14793,2.31,2248.0,5562.216362,79.1715852,,406.8999999,415.4580764,579.5750298,,548.3628429,1301.371678,,-44.35,2801.137413,420.6,723.9357999,886.8999999,59.0,53.4515281,267.7468776,26.52942473,2093.281606,23382.63966,14.3699999,-318.4236271,20.57,242.586,12244.63398,81.7999999,984.0,84.5,17.3009999,11.4791088,52.0,4.0,127.652,4167.317669,149.5395907,3619.0,,43.012,1.153,2028.797815,1990.376,4961.472,203.3,3224.61836,360.9309999,1321.907487,53.0,0.512104974,3301.1,19.77919822,83.0408,86.2999999,522.3345158,1799.6,213.8199999,-67.9,354.4925,,13.7608366,14.90063427,6323.0,69.7313031,82.00722343,-3.3299199,55.27774216,12829.556,25.0,,1204.709508,64.4,83.76808826,11181.06879,-16.24357542,,1917.456791,172.0999999,16.6190083,1642.472174,3981.536461,65.0266088,711.0,1299.203,28.5752999,225.6999999,2139.26,1249.0,4910.209222,2340.007915,418.3299999,78.7399999,1215.0,4864.643,2.5899999,0.14,57.0,176.8125427,,740.0,53.39364227,1.800033011,15701.73962,,230.6031021,334.428438,33.872,3816.656395,8918.367254,433.0,163.0,-9.1999999,-15.32131353,10967.54505,6635.798003,3882.0,58.058346,,-0.010526149,999.6,365.3,805.0,141.500765,623.0,232.43,33128.36833,103398.0,126.4,6202.0,2220.0,-138.5,217.0,135.0999999
1998-01-01,-0.01,45.01079681,606.6,1114.0,7290.657,232.375,83.57541894,5528.856725,4571.855707,1022.97,847.0085874,-275.0,576.46,29.1604822,190.8449687,22690.5,18.98599995,32.7145259,102.7,1026.05,66.73637671,95.31813492,28855.61,8777.51871,573.25,678.392895,4.4071382,,8.760716195,242.823,215.1049999,22803.446,4354.11,7.300593947,21.69668041,4627.817978,45462.75,13939.36733,-17.89,222.0,2828.826262,32.7772428,,611.7,760.0991267,943.6517714,,345.3450658,3716.358128,,61.3299999,7730.385639,699.7999999,869.9728999,1075.5,1102.7,274.7681167,578.370361,144.8545918,12236.38857,31239.7619318,10.73,99.16908494,23.6999999,265.3319999,24593.23623,167.4,71.2,672.7999999,17.849,4.4071382,44.0,10.76,99.0212,3334.861149,152.6389443,2633.0,,37.596,7.3879999,8862.216911,1966.699,4280.245,369.1,3192.576296,310.014,1160.891013,11.41357735,0.43974545,5989.2,59.06364436,109.2284849,45.2999999,355.8295314,1134.903121,190.31,-127.894,925.5,,16.1419999,12.1,2713.995728,8.86852,277.2486228,-0.2985608,12.17036849,12756.765,18.8999999,,400.2428049,234.9,77.29348007,37277.25342,5.024022346,,1825.772782,194.6999999,-1.1865372,1210.105259,3934.871639,101.4415098,506.0,1203.1,109.626,333.1999999,1643.949,1752.0,6398.400184,3026.885982,347.3,75.51,2031.0,2761.36,7.0999999,4.2,94.0,60.3438923,,113.0,53.20978528,0.104884819,5958.652008,,926.7614286,217.8277983,8.8046299,561.4766256,14266.89455,150.0,218.1999999,9.0999999,152.7238128,19918.94207,8940.757754,7492.0,150.4820856,,0.045708551,731.8999999,668.1,940.0,132.63327,743.0,257.66,65062.00482,174434.0,164.0999999,4985.0,1671.0,-219.4,238.0,444.3
1999-01-01,6.04,41.19987532,291.6,2471.401,23987.696,122.034,467.5418994,1847.15636,2974.499988,510.3199999,781.8999999,453.723404,309.12,37.5395051,444.0,119692.913,53.579,39.26431584,60.5,1010.488,176.7801503,36.67437936,28578.43,7915.398866000001,747.8686686,922.6519159,7.92595083,-0.572606789,61.12945837,232.239,-15.4947,24744.06521,6475.83,5.976946527,24.52497081,8761.016218,40318.71,25355.33355,9.4199999,2926.0,1507.90713,520.6375193,,619.4692119,235.3487662,1425.48395,,803.6206074,6329.666293,,11.16,16756.87763,1337.8,648.4152999,1065.3,215.8,154.2961739,302.7826814,79.30423475,4610.271173,46546.042975,4.4299999,-217.6875389,49.4799999,82.2069999,56075.69354,243.6999999,561.8999999,154.5999999,63.45,0.730876613,46.0,30.0,237.3372,3311.936107,68.54191522,2168.0,,15.621,,18210.64171,4187.194,6911.159598,523.7,12741.33635,156.4,1437.694772,13.8218624,0.451627472,10726.3,72.26976332,44.4129999,51.6082665,346.4549436,871.6765421,256.2599999,-128.0689999,486.4575,,58.381,58.49986731,3895.263158,2.178012308,856.6267538,15.11946,49.35320697,13935.805,30.3999999,,1380.41822,381.6999999,19.60625127,41203.16164,-14.74413408,,941.4641116,300.0,0.276108943,1177.707927,6789.95329,39.0117035,532.0,864.3999999,296.4929999,86.7,1940.009,1247.0,7270.784022,1156.734251,113.25,37.89,1027.032037,3285.93,1.74,3.04,123.0,153.24696,,112.0,55.21676793,0.53320031,18852.95228,,626.7974391,105.6862843,9.9004999,1503.237591,18743.38475,201.0,188.5999999,-61.5,100.3849755,61135.04139,11718.59189,6106.384723,88.4061564,,0.958145992,643.2999999,367.8999999,783.0,140.2470512,496.0,-985.34,90033.76711,283376.0,235.264,2890.0,1412.0,-307.6,85.9609999,59.0
2000-01-01,0.17,144.2703151,280.1,878.601,10418.314,104.1889999,-127.9329609,14190.96375,8501.013451,129.93,609.192,363.5638295,578.6399999,73.6969439,118.8,88738.714,23.341,59.73656415,66.9,736.404606,146.0755773,61.24330139,32779.24,8073.327,549.6072507,1016.486088,23.10752048,11.68324608,43.44576577,148.5039999,158.8009999,66795.05222,9358.723,0.8890749,115.1724215,4860.0,40714.81,54581.91774,-0.79,4928.0,2436.46,165.9044687,,666.9437816,234.7017315,989.6522576,,837.5861433,4985.209231,,94.1903999,33823.48939,952.9299999,-23.4393679,1235.4,173.4,154.4995899,391.2474664,2.959663961,8834.047356,27496.8682985,9.874719,-42.62643685,43.52,131.2318783,198279.3394,114.9,1108.162889,229.5999999,9.9399999,0.702270863,67.0999999,13.25,381.6591485,2764.061819,171.2249049,3587.989747,,193.5749999,-0.032,25779.43615,6957.443,13374.7927,468.8,8322.739294,913.25811,1282.524399,110.9046111,0.721810265,11509.4,16.29981223,-2.361,33.89,328.3397826,993.475,20.8,141.0,378.8725,,82.9526,39.6317699,3787.631579,82.43957661,581.5570296,40.096,276.7661222,18246.819,53.6989999,,421.9620539,139.3,186.4055748,63854.98434,-0.605027933,-40.62609177,1346.568839,266.5,8.437082149,1309.665175,6408.77362,83.2,309.0,623.8999999,98.23302758,97.8999999,809.69676,2240.0,9445.314963,6559.806523,251.5999999,127.54,1056.753271,2651.06,8.0999999,3.7999999,183.0,62.93751475,,51.78091026,24.3269826,39.00091773,14751.79238,,2720.378662,137.3576561,13.0283,887.3416208,39575.10319,175.13,62.005,-97.2,105.7950987,23432.80682,19854.57474,3410.119,215.0566,,9.212396872,679.5,779.4671258,982.0,180.8121074,595.0,-506.3299999,115304.0181,314007.0,273.4909999,4701.0,1289.0,6.39951,121.7,23.1999999
2001-01-01,0.68,206.427683,1113.105541,2145.501,2166.137,69.869,-266.9273743,7825.430321,5689.434546,226.5099999,587.0059999,80.31914867,354.47,91.5049109,95.7999999,88203.254,61.16299995,43.8585123,41.7999999,705.765957,118.8670699,30.68191933,22457.353,3791.26,526.4256512,808.4258753,6.267060825,-0.002288183,12.68305292,149.3969999,73.2851,27663.42106,2133.108,5.1838988,459.8663918,4199.8,46877.59,29060.6828,160.0049791,4109.0,2541.943,77.25373411,,608.6484868,272.6798983,1035.852923,,928.6437122,5641.740699,,102.2218999,11522.53683,1079.1,538.5685751,509.8999999,279.0,940.7412157,539.2891338,41.15714386,3731.529481,15947.9787181,23.68875451,-89.09075779,35.4799999,109.8398354,26401.9964,89.2999999,1589.337008,498.5,1.6799999,0.39561333,56.0,4.94,304.2429233,3936.045586,173.5906537,5477.637624,,408.11876,-6.6559999,9650.92035,1771.719,14870.56044,613.8999999,6241.595833,273.6248237,2834.9986,5.302622602,-0.273476291,6522.3,-111.5161633,5.007,23.8999999,105.1802668,1453.907,8.3,-133.0,445.8125,,93.0592,39.370078,553.9473684,121.7315859,235.2321149,76.7,-25.64428256,30056.232,63.0009999,,2807.060073,255.4354914,365.1721767,51927.49953,62.45251397,103.0412079,-250.1313715,150.1999999,22.89509835,1277.420643,2505.658027,5.2,383.0,467.1,63.77039115,69.7,1144.26,195.0,5579.255161,6195.650151,295.5199999,103.44,1157.931473,2808.331,18.5,3.0,504.0,31.94236596,,177.4409178,64.7402749,9.835762656,17301.64311,,2274.839599,358.5319147,-9.313303953,6783.921349,28408.1288,81.8877982,19.1759999,-26.8,28.17922263,10914.35507,9389.136116,5073.202,447.132,,7.628663006,834.8999999,486.5469761,3352.0,151.496,792.0,1183.84,35948.78033,159461.0,296.7938588,3683.0,1300.0,155.1409999,145.0,3.7999999
2002-01-01,50.0,133.0563267,1064.96,1743.504,2148.908,110.7249999,332.122905,14246.20768,138.3464308,1392.44,353.7069999,217.0212763,335.47,228.3432538,247.0999999,16250.52939,25.46099995,13.50812353,5.4,676.570098,265.1736865,403.4139037,16590.204,5451.882,1035.528459,922.2888334,15.02608366,,38.52445077,145.1059999,601.7459999,22155.45587,2802.975,5.6442865,924.1192101,2550.0,52742.86,3662.173737,377.6718039,1445.0,2133.698,136.7785385,,824.6261684,212.5804175,984.9748247,,1038.595235,8482.047131,,187.5986936,6637.3559,916.7999999,783.2609999,646.8999999,470.1999999,323.3915075,288.7280599,30.45406736,8046.021364,21514.5568568,10.9309999,36.96333366,42.8269999,160.2119604,53522.33118,58.8999999,39.55578561,205.3,30.0,3.545254725,43.6,5.7,275.167835,2993.565399,87.13563026,5629.671078,,3519.38036,-0.326,29323.79653,1582.835,17054.88118,478.8,9239.348263,238.2228491,2590.21757,27.6252336,0.249788108,5475.1,3.619444975,4.665,4.5,209.8724766,1335.964,2.7999999,145.0,724.9711718,4243.174365,61.10993201,38.7190554,3203.421053,243.8047714,-418.6769121,67.34035232,32.10733596,24097.967,77.751,,480.6907065,347.2528305,181.3634768,25038.25702,74.89385475,59.05551726,1751.927444,203.9,2.404632504,2040.182095,1192.417627,122.0,823.0,98.5999999,18.27881352,5.8999999,2155.837,1542.0,4030.107255,1630.034351,623.9199999,84.0499999,1140.652205,3425.021,1.5,3.6,453.0,78.05299374,,562.52581207,47.7177771,10.41342906,5338.352163,,5864.878829,1569.674839,-4.001994882,1569.155749,39222.56929,192.0,9.4399999,-73.5999999,96.43572059,12273.03497,6864.257255,3355.416,,,4.692076768,790.7,820.8309595,1082.0,184.648,693.0,95.2999999,19683.07447,74457.0,193.748912,782.0,1400.0,114.302,298.36,25.8999999
2003-01-01,57.7999999,177.1038131,637.853027,3576.97178,1652.011,122.8529999,159.7765363,6338.891375,6195.021861,3285.0,713.259,516.700266,350.25,184.7012886,171.8,33476.142,-10.925,44.73158981,12.9,197.401006,381.053072,417.9857089,10143.525,9660.121,3298.074255,2088.529334,29.12250516,,12.41325197,83.9809999,336.2679999,7482.245459,2602.57,11.3,712.6634549,4333.669356,53504.7,17830.80232,412.2803955,453.0,1720.493,323.1297316,,692.1110081,165.3905712,1812.649685,,891.441882,2102.736715,,391.2547235,2610.938314,613.0,871.513,237.4,141.6999999,689.779766,927.999377,39.82550626,3318.958415,7855.00895,58.213,206.0788025,10.70428003,334.6490907,32376.76545,110.02,1275.23323,263.3,82.7999999,3.489332416,26.1,13.7999999,402.7795158,2137.401419,332.0992322,4321.076437,-596.9199999,2877.4815,1000.0,22781.29282,3322.393,19424.38326,720.7,6323.977642,546.9675599,2092.0288,81.7351983,0.670758929,7010.0,-67.11139149,45.5439999,19.3999999,279.8989655,2860.020313,372.22,143.0,180.4094914,4291.105683,95.45113177,13.2620926,2473.157895,132.2608396,959.7847141,101.9579516,62.07551565,18269.315,131.5399999,,2314.468404,336.6984008,148.7488681,32899.86615,10.96648039,116.0481425,-2788.455955,201.3,11.47109429,2171.390315,2450.347588,25.0,534.0,817.5,101.0256914,24.8999999,1335.007073,491.0,3982.305977,7983.640583,624.9199999,73.75,2196.303979,7754.758,4.7,3.3999999,778.461364,52.49483827,,1516.4180876,58.4255047,8.615054047,16353.24708,,2975.667977,271.1803385,-1.800687709,733.6660167,25819.30265,198.6999999,17.972,-76.0999999,-63.88842989,5280.288884,17305.4617,5222.348,113.3263509,4.519,6.244495291,808.2999999,583.6424879,1702.0,202.193,1424.0,4255.956433,16590.14616,53146.0,416.4075212,2040.0,1450.0,-89.1069999,346.62,3.7999999
2004-01-01,186.9,345.6718382,884.749028,2197.22782,4124.705,247.1409999,-105.6523806,39611.69333,3183.64965,3556.1,803.7459999,865.3082447,460.3999999,228.3345,163.7999999,43557.8899,111.496,63.84432645,831.6,85.4599749,511.1861652,391.0666988,18145.883,28309.656,205.6084718,3397.118077,14.34831578,0.044690708,35.52927557,131.416,86.1221,-445.0354337,3703.461,15.1,466.7934921,7241.04262,60630.0,29153.8264,484.6568946,1898.0,3115.636,-8.487842736,,975.9076527,282.979831,1291.406434,,8594.77819,4974.497856,,409.0328144,-10715.96679,909.0399999,836.94,2157.4,363.1999999,340.9144685,957.1175801,250.0216382,2826.519653,-2573.579681,6.420020709,193.7287638,55.52628862,492.32944,-10192.1787,139.27,2101.655771,296.0,97.9,9.180650596,30.0,5.9,546.6639999,4265.732493,725.9262847,5777.8072,1895.89,3037.29984,300.0,-10607.6127,2947.35,20125.86094,601.6029999,7815.417818,936.8124118,4157.208487,46.063947,1.95366788,13294.4,23.75296912,175.458,17.0,607.1781118,2483.692693,75.3575,357.0,844.4245777,5179.643439,95.19172116,58.9487571,4624.210526,101.0022999,12608.15841,404.1020257,11.16424532,25032.077,92.92,,894.5627096,475.5135728,225.8472156,12452.36632,21.77709492,27.48018589,1439.669115,250.0,20.32236388,2127.086142,954.0368174,111.0,1118.0,1019.1,25.75608061,27.6789999,1599.038389,688.0,12140.25032,1787.703712,1198.97,146.1999999,6435.591316,15283.751,7.7,3.5,1942.0,77.02849788,,1077.1364535777,37.4466703,61.15322252,22324.8907,,4028.991824,675.45647,5.681311575,798.0259115,24760.68367,223.0,48.8999998,-37.2999999,69.58538258,12093.2549,1845.838359,5858.576,323.6693921,,37.48300838,998.1,639.116157,2785.0,295.416,1715.0,10003.5,61219.74441,135826.0,332.3694883,1483.0,1610.0,143.578,364.0,8.6999999
