indice_tiempo,afganistan,albania,argelia,angola,argentina,armenia,aruba,australia,austria,azerbaiyan,bahamas,bahrein,bangladesh,barbados,belarus,belgica,belice,benin,islas_bermudas,bolivia,bosnia_herzegovina,botswana,brasil,islas_virgenes_britanicas,brunei_darussalam,bulgaria,burkina_faso,burundi,cabo_verde,camboya,camerun,canada,islas_caiman,republica_centroafricana,chad,chile,china,china_rae_de_hong_kong,china_rae_de_macao,china_provincia_de_taiwan,colombia,congo,islas_cook,costa_rica,cote_divoire,croacia,curazao,chipre,czechia,checoslovaquia,rep_dem_del_congo,dinamarca,republica_dominicana,ecuador,egipto,el_salvador,guinea_ecuatorial,estonia,fiyi,finlandia,francia,polinesia_frances,gabon,gambia,georgia,alemania,ghana,grecia,guatemala,guinea,guinea_bissau,guayana,haiti,honduras,hungria,islandia,india,indonesia,iran,irak,irlanda,israel,italia,jamaica,japon,jordan,kazakhstan,kenia,kiribati,rep_de_corea,kuwait,kirguistan,lao,letonia,libano,liberia,libia,lituania,luxemburgo,madagascar,malawi,malasia,mali,malta,mauritania,mauricio,mejico,mongolia,montenegro,marruecos,mozambique,namibia,paises_bajos,antillas_holandesas,nueva_caledonia,nueva_zelanda,nicaragua,niger,nigeria,noruega,oman,pakistan,panama,papua_nueva_guinea,paraguay,peru,filipinas,polonia,portugal,katar,republica_de_moldova,rumania,federacion_rusa,ruanda,santo_tome_principe,arabia_saudita,senegal,serbia,serbia_montenegro,seychelles,sierra_leona,singapur,sint_maarten,eslovaquia,eslovenia,islas_salomon,sudafrica,espanna,sri_lanka,estado_de_palestina,suriname,swazilandia,suecia,suiza,tailandia,tfyr_de_macedonia,timor_oriental,tonga,trinidad_tobago,tunez,turquia,uganda,ucrania,emiratos_arabes_unidos,reino_unido,estados_unidos,uruguay,venezuela,viet_nam,yemen,zambia,zimbabue
2005-01-01,271.0,264.3386559,1145.617701,-1303.83693,5265.263,292.0729999,-207.0427813,-28294.65356,10784.46003,1679.92,1054.313,1048.670213,845.2599999,390.0613959,306.5999999,34370.49197,126.9085,53.04397613,43.7,-238.62,351.1858243,278.5914859,15066.292,-7142.639,289.4836442,3919.965925,34.1518348,0.584700161,53.43892067,381.18,234.007,25691.55608,9506.484,10.1,-99.34251936,7096.890411,72406.0,34057.83219,1243.281164,1625.0,10235.0,585.1634602,,1364.133914,311.920344,1810.334278,,11090.50679,11653.24701,,266.6,7533.546443,1122.7,493.4139999,5375.6,511.1,769.1461852,2799.174252,173.8647049,4750.161667,33233.72581,7.818915549,242.3350144,53.6503426,452.752292,47449.79605,144.97,623.2900561,508.3,105.0,7.996693638,76.7999999,26.0,599.758,7708.959225,3071.050797,7621.768707,8336.257,2889.19167,515.2999999,-31689.3001,4818.272,23291.29981,682.484,2775.758043,1984.48519,1971.218,21.2129384,2.606016174,13643.2,233.9041092,42.5649999,27.6999999,706.3622345,3321.491495,82.8081999,1038.0,1134.594339,4644.769483,86.01968018,99.140819,4065.390577,223.8031501,25083.20897,811.8691814,41.56467613,26055.706,187.62,,1653.985726,107.8533189,385.2410553,39047.15714,41.8603352,-6.738744685,1204.700515,241.0999999,30.29378085,4978.26,-2273.651533,1538.0,2201.0,917.6,33.52729735,35.5,2578.719365,1850.936,8203.217716,2234.481172,2500.0,190.6999999,6152.300812,14375.052,7.96,15.6999999,12097.333,44.58848688,,2211.4709249537,85.8796027,83.18225077,17747.77698,,3109.637865,561.6475153,18.58087283,6646.926642,25020.18355,272.0,46.542,28.0,-45.85388712,11515.98602,-266.9493566,7975.102,96.02173792,0.908,12.96936754,939.7,783.0865634,10031.0,379.8079999,7808.0,10899.93193,182927.9379,104773.0,847.4002046,2589.0,1954.0,-302.057,356.94,102.8
2006-01-01,238.0,324.4219028,1888.45621,-37.7148599,5537.348,466.5319999,221.3477602,26313.84745,4754.757314,-583.985,1492.102,2914.893617,792.48,342.2674982,357.1,58892.96875,108.8285,53.20048194,261.0,280.8633459,554.6900312,486.3900373,18822.208,12029.088,434.0295376,7804.89399,33.59406376,0.031593887,102.8544422,483.209,16.384,60293.91022,24820.937,34.67,-278.4139999,7426.274991,72715.0,41810.64725,1735.689745,7424.0,6751.0,553.5829716,,1702.496736,318.8643883,3132.77216,,16726.16082,5462.625467,,256.118896,9530.535853,1084.6,271.4289999,10042.8,241.0999999,469.5060146,1334.410098,581.7996973,7651.707791,25325.77036,30.64950101,267.805,82.20817582,1171.1795,55654.56049,636.0099999,5354.887028,591.6,125.0,17.32678001,102.4,160.5999999,669.1069999,6817.544536,3843.07495,20327.76392,4914.221,2317.5385,383.0,-5542.306819,14395.879,42580.92358,882.2,-6505.843558,3544.005642,6278.168,50.6748047,0.568434302,9161.9,121.3056903,182.023,187.4,1663.444736,3131.673755,107.851,2064.0,2023.355968,32219.53464,294.5127636,121.6227215,6060.226052,83.39230048,17691.38647,154.6016381,105.3043229,21248.095,245.4599999,,2449.446199,112.6006603,386.575747,13977.70282,-21.95530721,749.0879505,3706.202093,286.7999999,50.54409149,4897.81,8061.802527,1597.0,4273.0,2547.3,-6.870086661,94.988,3466.531061,2928.791,14577.49558,10767.79892,3500.0,258.47,10858.11789,37441.574,30.6439664,38.0,18293.17333,220.3197613,,5247.5131168814,145.5859532,58.76802469,37480.37988,,5803.086279,706.2765557,44.29486455,311.4501111,30802.38001,480.0,18.588,-163.4,121.0358042,27445.93908,44598.43361,8181.647,432.5771725,8.4779999,17.17772025,882.7,3307.989362,20185.0,644.2619999,5604.0,12805.99047,147372.4303,237136.0,1493.492445,-508.0,2400.0,1120.98,615.7899999,40.0
2007-01-01,188.69,658.506675,1743.630929,-893.342152,6473.158,667.672,-469.7375912,41479.5786,25484.26717,-4748.88,1622.82,912.2340426,666.36,476.404577,1807.3,93430.67292,143.1405,255.2439454,610.6,366.2942415,1819.244227,494.5869316,34584.901,37163.179,260.167097,12388.85878,343.5350233,0.500244946,210.9789586,867.2889999,191.017,116820.594,28210.535,56.75,-321.6549999,12571.55989,83521.0,58403.47014,2304.547745,7769.0,8886.0,1467.628691,,2088.469427,426.7767236,4669.380269,,23237.58928,10443.81754,,1808.032721,6638.497529,1667.4,194.1589999,11578.1,1550.6,1242.731087,2311.211571,459.6716099,12451.03594,63499.56613,58.24932598,710.7189823,76.46148094,1752.646,80212.48142,855.3999999,2111.305462,745.2,385.8999999,18.58045724,152.4,74.5,927.541,3950.835121,6824.791195,25349.89177,6928.471,2017.79175,971.7999999,24707.17373,8798.282,43849.3481,866.5,22548.85099,2622.143864,11119.037,897.3969902,1.153047102,8826.9,111.5356735,207.9199999,323.5,2323.996288,3375.980758,131.5999999,3850.0,2289.437451,-29679.42581,740.5260742,34.5571841,8594.734071,72.7944966,39620.09614,139.3728223,339.0528746,32481.856,372.7599999,,2804.501284,398.655636,732.9598488,114161.1852,177.32960892,417.4534647,3589.38178,381.6999999,129.0387195,6086.73,2168.153444,3332.0,5590.0,1898.6,95.772843,201.75,5490.961307,2823.719,19836.21948,2803.5443,4700.0,541.2599999,9732.809856,54921.85,82.2831658,36.0,24334.78319,297.4271127,,5943.572603333,181.628,96.57770527,42608.91779,,4017.245202,757.2915726,86.02600626,6538.06193,64264.41411,603.3999999,28.2959999,-246.6999999,37.49985805,28592.62854,33538.24238,9194.785,692.5098337,8.695,23.99882284,830.0,1616.251483,22047.0,792.306,9891.0,14186.52144,176838.6384,215952.0,1329.464293,3288.0,6981.0,917.2989999,1323.9,68.9
2008-01-01,46.0339999,974.3333211,2632.047803,1678.97101,9725.553,943.7329999,19.55307263,46905.66861,7226.097231,14.09,1512.311,2638.297872,1086.31,615.1228846,2187.9,-13857.25272,169.6685,169.8350845,78.17,512.5730171,1001.647693,520.9177751,45058.156,52554.448,322.5865634,9855.106749,105.7714854,3.833211042,309.5749831,876.8844922,-24.1980188,61552.51912,19555.735,117.11,466.1309999,15518.19228,108312.0,58315.38636,2590.86222,5432.0,10564.0,2031.879948,,2319.941177,446.1473186,5400.062987,,12246.51994,6451.002923,,1726.843379,-742.2692242,2870.0,1057.155,9494.6,903.1,-793.8723328,1829.684696,682.056334,-1143.999707,37593.42586,13.88403386,760.1630301,70.10237739,1569.7233,8127.028234,1220.42,4498.626726,737.61109,381.88,5.142863523,178.0,29.8,1006.37,6410.020231,919.6922269,47102.41725,9318.454,1979.98801,1855.7,-16452.92416,10274.699,-10835.31695,1436.6,24425.12215,2826.255131,14321.757,642.7404382,-1.267677448,11187.5,-5.951760977,376.992,227.6999999,1264.144725,4002.061782,283.8009999,3180.0,1793.957593,7117.112828,1392.70123,123.9260419,7172.128076,180.2815958,12688.79599,342.770662,382.9148625,29530.317,844.6979999,960.4233347,2487.094098,591.5992294,720.2665333,-6776.430952,232.41340777,1746.368557,3122.869413,627.2999999,340.4271949,8248.64,8958.687943,2952.0,5438.0,2146.7,-30.36935806,262.8399999,6923.651285,1544.028,12283.03901,3549.656865,3778.626374,711.46,13491.53628,75855.697,102.2899999,79.0999999,39455.86393,397.6328982,4513.6294727142,,182.105,57.62382149,11810.14376,,4868.023584,1218.409932,74.95237431,9209.172495,76992.51327,752.2,51.508,-231.4,105.7228835,36946.94361,16214.86619,8054.351,585.7692165,39.698,46.33347748,2800.8,2758.615092,19851.0,728.8609999,10913.0,5062.972005,92158.33343,306366.0,2105.688028,2627.0,9578.997494,1554.62,938.62,51.6
2009-01-01,197.513,995.929668,2754.118888,2205.29818,4017.159,760.041,-10.7014114,31892.30925,9268.299689,473.305,645.7025135,257.1808511,700.1599999,255.2919111,1876.5,64440.44048,108.84,134.2860652,-70.384,423.0290749,249.9485044,208.6993468,25948.58,42212.878,370.0818798,3385.353473,100.8966805,0.348404299,164.8307729,984.7130669,668.3289999,22699.67632,20298.045,42.28,374.8999999,14166.41847,94065.0,55535.20173,852.0492768,2805.0,8035.0,1272.939054,,1443.569702,377.128928,2948.109302,,65949.55845,2926.814824,,663.8028875,1045.291529,2165.4,308.6059999,6711.6,365.8,1636.219625,1839.441378,311.4981259,717.6106457,30733.48911,21.84374157,663.9985238,39.44209665,664.191,23805.5965,2897.1,2436.364596,522.32412,,17.45286815,164.0,55.4699999,509.0,2172.128787,78.77028098,35633.93949,4877.87,2983.42191,1598.3,25715.32959,4607.028,20076.60004,540.8999999,11938.34141,2413.098592,13242.5,1855.194702,5.0,9021.9,1113.589659,189.377,189.5,-22.22706896,4378.90762,217.8034591,3310.0,-448.0977102,27255.15425,1269.409215,194.5330017,1452.972053,748.3470497,2906.948043,-3.072044396,247.8426023,17853.569,623.609,1527.259416,1951.70719,898.2848824,841.1825101,38751.92229,94.91061447,1182.295685,700.8645245,433.8999999,790.7625385,8649.526667,19479.09858,1485.0,2338.0,1259.3,423.2089839,71.325,6430.652961,1990.338,10039.32449,1611.420824,8124.736264,270.0099999,4665.448621,27752.258,118.67,15.5,36457.66667,320.0327837,3295.3234087471,,171.401,110.8455097,18531.87671,,-6.07910336,-475.8343139,48.57331558,7502.062271,10406.59838,404.0,300.468,-93.4,65.6976257,10146.69799,29934.89716,5361.812,201.3953413,49.9309999,20.05416586,709.1,1687.810586,8585.0,841.5708027,4816.0,1134.288135,89709.13776,143604.0,1528.59124,-983.0,7600.0,129.1939999,694.7999999,105.0
2010-01-01,54.200551,1050.7082358005,2301.225922,-3227.2111824,11332.7186264,529.3213916,236.8715083799,36795.5162544948,2575.4634068168,563.0,1097.18766,155.8510638298,913.32,446.3386889,1393.4,57583.322848307,97.2205,176.8040914478,230.73,642.9479894,406.0890880588,218.3799982925,77686.8479999,42386.8249086,480.722546956,1549.1288725838,34.6190111796,0.7805809466,240.3228601037,1404.3154488,-0.551,28400.4426496855,20965.9626386,61.52,313.0,15033.1941755,114734.24,70540.7398731138,2831.3393033433,2492.0,6430.0,928.4360065176,,1683.5452445,338.9416427575,1171.938030594,0.0,33429.6454547742,6140.5831932685,,2939.27,-8977.4003925975,2023.7,165.8663204,6385.6,-230.3,2734.0,1508.5421464946,176.3531441738,7358.8329172433,13890.0939679092,64.3037325903,521.6656309,37.1150221,865.6377,65642.9881662682,2527.36,329.914110947,658.31247,,33.2238323201,198.0,178.0,969.2,2352.8235534567,245.1366960619,27417.0766394464,13770.58,3648.9724099,1396.2,42804.0712805197,6984.909,9178.2608983571,227.6743999,-1251.810494202,1688.5915492958,11550.716,1882.0681636,-6.602,9497.4,1304.6256406857,437.586,278.8,419.8425259422,3708.3796794,449.9588262,1909.0,1019.5418816097,39128.5287631863,764.6857580325,97.01,9060.0420975508,405.9021517252,5409.4663231993,130.5283913387,429.9417886982,27189.280387,1691.422,760.440768431,1573.8562650585,2531.6617545,283.7998943619,-7184.472448662,75.9890254749,1439.0849984909,-61.6213800682,489.9,940.316227081,6098.96,14018.1364852412,1243.1729519,2022.0,2723.3,28.8678294702,627.5079721,8454.6275879,1070.3869399,12796.2701309322,1988.4858052169,4670.3296702,292.96,2997.1723539657,31667.969,250.5048029,50.6,29232.7066667,266.1076528892,2174.1726706355,,210.805,238.4372902574,57460.0846345095,,1769.7607427372,105.3698784841,165.9208878418,3635.5962530835,39872.5095855214,477.6,206.2829998,-247.7,119.6385301767,97.1207849579,29875.9403975415,14657.4846412,212.5275195518,28.5159999,24.711567217,549.3999999,1512.5052396255,,543.8727273,6495.0,8796.7696405,58200.2815295305,198049.0,2289.1056012,1574.0,8000.0,188.6279999,1729.3,166.0
2011-01-01,57.620844,876.2683235676,2580.626408,-3023.7709658,10839.9309447,653.2197565,489.4972067039,58931.5940886862,10615.6495374328,1465.0,1408.7994448,97.5265957447,1136.38,455.83115525,4002.3999999,83366.349020998,95.3485252,161.0913479674,-257.87,858.9410703,496.5250828038,293.2077746174,97421.7859999,50788.1611367,691.1702744234,2052.2821870982,143.6573094904,3.3550080486,266.7484518508,1538.8834249,355.3999999,39669.2978795005,31131.8551079,36.9084558,281.8999999,22633.6122016,123985.0,96580.8067831449,725.5983567405,-1957.0,14647.0,186.3050103207,,2461.4832004,301.5767188142,1594.2824872109,50.852632067,36622.5805848295,2317.5537836391,,1686.9,11939.2304669092,2276.6999999,646.0773587,-483.0,218.5,1975.0,1004.5994689687,216.7645368868,2549.8509081052,31641.9055958463,130.5572727273,874.8731635,36.0999999,1133.971,67513.6643242905,3237.39,1143.1355268261,1219.22906,956.06,25.0240534389,246.8,119.0,1014.4,6536.9409415334,1107.4909015644,36190.4560268264,19241.25,4276.7186899,1882.3,23544.7032410979,8653.401,34323.8039632727,218.1999999,-1758.3344819364,1485.9154929577,13973.069,2233.9385395,-0.349,9773.0,3259.0668956696,693.528,300.75,1467.9817336364,3137.0502878,785.2999999,,1798.9726908133,8843.156716781,788.078237339,812.686,12197.5764705882,556.1472960544,21875.9288529307,588.7495642399,433.3310109385,25632.373003,4571.1629999,558.0526998492,2568.4343505891,3558.5436109,817.0654447173,24155.8062429538,,1715.0252272727,4238.0009637307,936.3,1065.7898640716,8914.89,11390.2662272665,1752.9258778,1162.0,3152.6999999,-309.1983449812,674.2378511,7682.2611085,2007.1507254,15925.139645949,5957.1504750784,938.5164835,359.67,2362.9223401519,36867.773,119.1053858,32.2,16308.28,338.2189011287,5466.6011368518,,207.363,950.4782532719,39890.3623845188,-45.6821473184,3491.2859436579,1087.4158099965,120.1695793495,4242.8657798442,28379.2063722362,955.912,349.31,69.7913232,108.3897047292,12929.4652839591,26414.9026735222,2474.0011223,478.7697715314,47.075,43.7837994158,41.0474545,1147.9066331387,,894.293858,7207.0,7152.0958256,42200.4002300762,229862.0,2504.1129032,5740.0,7519.0,-518.4203,1108.5,387.0
2012-01-01,40.863937,855.4402319689,1499.4468454,-1464.6279908,15323.9339168,496.6367011,-316.4245809497,59574.3843711075,3988.8776464935,2004.5999999,1033.5072458,1544.6808510638,1292.5599999,526.876534,1429.3,11670.3970479022,189.2014088,281.5648339853,47.61,1059.9653906,394.8732435078,146.4954947671,82059.83,61121.5104496,864.9055275015,1697.1919121823,329.3008988751,0.6049196,137.7493298952,2003.8489999,739.177,43111.0061369832,21489.6047409,70.0351573,579.7930373908,26708.1071065,121073.14,70179.7994435577,3893.8104046879,3207.0,15040.0,-282.8351879528,,2258.0900324,330.2752449919,1312.1334207044,54.6899083799,63501.8967919578,7984.1085940493,,3312.1427429,776.2587009191,3142.3999999,567.4103009,6031.0,466.84142,985.256411512,1564.9402282428,277.7265642023,4153.9572449486,16062.0536712348,155.3542045455,-220.8736658,41.2,1048.227,28181.1243566056,3293.43,1739.70247747,1270.14513,0.29,6.6249189563,293.66,156.0,1058.5,14606.3845244865,1025.1268437757,24195.7669189235,19137.8699999,4661.7344,3400.4,48883.840810799,9017.54,92.510028344,413.3334481,1731.531949291,1548.3098591549,13336.999,2175.0518119,-2.386,9495.9,2872.5844292981,292.0,617.7553945,1111.4052016333,3111.3149996,984.6,1425.0,802.087642973,2824.1255875029,777.6365964,-8.886,9238.8306138306,397.8664595604,14183.9280528952,1388.5874182422,589.018302822,21769.318246,4272.473,619.7529468299,2728.3610942418,5629.4097029,1060.8069723154,25013.0413442735,,2831.4501136364,3504.0015230742,775.7,841.2757797335,7127.38,14655.0923936399,1365.4096229,859.0,3210.5,25.0041993617,769.2626575,13622.4851043,3215.4151554,12423.5231257408,8152.5648871763,395.8791208,241.44,3198.5470784819,30187.664,254.9632443,22.471527,12182.3733333,276.1754030639,1592.9586857923,,261.36,722.4468467141,60102.9863645093,19.6051693296,2981.6881538339,339.330638422,23.8976506281,4558.84735267,25696.4527543576,941.1165912,58.405,173.7233341,31.5381383367,16257.073779856,29482.9740083013,12897.1682825,142.9041865927,38.5309999,31.1135148967,-1904.3476493,1603.185883769,,1205.3884878,8401.0,9566.651351,55446.1201143043,199034.0,2216.0156471,5973.0,8368.0,-531.0,1731.5,400.0
2013-01-01,48.311346,1265.9007900923,1696.8667503,-7120.0174244,9821.6618582,346.0923944,227.3184356983,56765.5236329935,5721.2104588618,2632.0,1590.4427303,3728.7234042553,1599.1599999,117.80215095,2229.6,23898.0011952985,95.15672405,360.3433831352,54.9,1749.557976,276.3619700621,67.1366329759,59089.345,104804.7643981,775.6419990889,1837.7429460124,490.4034143618,7.407171159,72.0880824003,2068.471,567.239,69368.2412099326,34907.9943237,1.8527926,520.2007513399,26302.62895,123911.2,74294.2238267148,4586.2820836974,3598.0,16210.419016,609.4404817877,,2741.0917771,407.5905342871,909.8328175842,-15.0199316201,22260.8118828607,3639.1294299913,,2098.249103,907.6199497535,1990.5,727.0642063,4256.0,179.20832,582.9487018906,771.0632777741,243.0772405628,-106.0003984328,34279.832658211,99.2071611737,771.1925535428,25.5,1039.17416,12776.787303141,3226.33,2818.2482236536,1479.31272,-131.9,19.6452874372,214.02,161.9199999,1059.7,3584.7407228593,396.8166390378,28199.4219753779,18816.66,3049.945,-2335.3,50610.266285942,11842.324,24279.3014143037,544.7475618,2303.7182186165,1946.7605633803,10321.0,1978.3609347,0.838,12766.6,1433.6276212137,626.0937,681.3972571,901.7863071917,2661.0871276,1061.27,702.0,573.889368484,23299.0238395644,551.316411186,445.5207416,12115.4672777071,307.9409131758,12007.7556277309,1125.683737986,293.3691570797,48354.418177,2059.702,447.4745997742,3298.1024329308,6175.1246426,769.8646433683,51119.4634437878,,2071.9507604775,1862.4646345364,965.1,719.3384761057,5608.4627333,1975.6595744681,1612.4837451,1333.0,3567.1999999,18.2222400435,500.0737721,9826.002544,3737.3717398,3625.4595617316,8219.7774386081,-840.3849999,233.21,3602.3640347965,53397.139,257.6,11.1053448,8864.6933333,311.366771248,2425.2665693605,,170.254,429.6644862546,56671.6215136258,38.2950788268,-604.2477654559,-151.22266525,53.3616172793,8300.1037797797,28100.1394514908,932.5513176,175.7119999,187.6038596,84.6725779229,3864.6171228913,1154.92070342,15945.52415,334.9555255993,49.615,51.3612709518,-1129.9660256,1116.5413071043,,1096.0,4499.0,9764.9145273,51675.8903167308,201393.0,4250.8309919,2680.0,8900.0,-133.5999999,2099.8,400.0
2014-01-01,42.9752625,1111.4343788609,1506.7334377,3657.5146674,5065.335542,406.5784067,208.3240222905,58506.7065695536,4583.1476571945,4430.3999999,3550.9673411,1518.6170212766,1551.28,592.43835135,1827.5999999,-3505.9051718412,152.74378035,405.737328497,-3.425,656.566,550.1990950162,515.1840883837,63845.8859999,40462.0072104,567.8897271594,461.5750298248,356.4038229063,47.061010532,183.5600723278,1853.471,726.548,59005.2047974655,46040.6097707,3.4750079,-675.5459154299,25566.074949,128501.56,113037.7814002435,3456.1851378405,2828.0,16168.7017148,1659.4502249578,,2926.6457695,439.35696104,2891.2076840301,150.1024935754,46454.0898755198,5492.0034609177,,1843.1732359,4682.3077896185,2208.5,776.6489461,4612.0,306.33942,167.8751825769,553.2902196007,379.579834106,18571.0679792223,2672.8762086007,61.928776326,1047.7029466848,35.5999999,1836.97998,-471.2127854609,3356.9899999,2686.8348755862,1442.35365,-73.7586037,28.8911559045,255.23,99.0,1417.4,7967.549949233,447.1128207919,34582.0968085767,21810.52,2105.494,-10176.4,48247.0474140794,6049.105,23253.8829646752,582.1487416,12029.7882267442,2178.4507042254,8489.3963142,1513.9001015,2.632,9273.6,953.4647854658,248.0,867.6461217,896.7358813917,2862.5094267,276.6999999,,-133.394444223,20060.3137911336,313.6822674043,598.7377818,10877.3451965559,144.2148312006,11204.9685810317,501.03790569,455.5621517869,30351.098455,337.7679999,497.6552017324,3561.0027669592,4901.7900893,441.1737665236,45033.9431137327,,1658.4475868699,2436.7976572675,1076.8,822.9670230921,4693.8286319,5530.1213805229,1287.3862159,1887.0,4458.6999999,-30.4011148172,663.8619731,4536.7022536,5739.5740241,14268.7364877288,4565.6665702177,1040.385,341.69,3215.6815856947,29151.662,458.8999999,41.3859821,8011.7866667,403.0980562861,2199.6396463539,,229.97,375.0896951457,73286.6106309933,53.1476531844,-512.8211151409,1051.2386458624,21.6915201719,5770.6589905148,23308.4904281748,893.6289803,159.6999998,164.0984156,25.5372958703,5332.0390217453,9340.0717116193,4975.4552142,272.5335950474,49.344,56.0437953833,661.4135054,1063.8047217379,,1058.5645403,410.0,11071.53702,24690.240731904,201733.0,2235.8226218,-1028.0,9200.0,-233.1049999,1488.7,545.0
2015-01-01,169.146608,945.7228447798,-584.5391991,10028.2151626,11758.9940113,184.1279863,-26.8715083799,29580.2688022598,1488.3578131588,4047.6999999,712.5639043,64.8936167553,2235.3899999,417.90656885,1667.9,28331.2992344391,64.6148159,149.755612076,-143.094,554.644,361.1401254898,378.5538700859,49961.3669917,66712.7415706,173.243339564,2217.3506218795,231.9017028926,7.3604477244,120.3906156681,1822.804,627.442,43835.9699403342,80501.5254569,3.0,559.6420225287,19764.0998015,135576.6,174352.8880575354,1010.5247865988,2391.0,11620.5326458,3803.3001329226,5.4112872,2751.8784814,494.4087540893,74.0638411184,146.4349326816,23945.6160955287,465.1049341938,,1673.5001001,3616.1304179158,2204.9,1331.3033373,6925.1999999,396.61577,233.3250728367,110.9612049262,205.2802700203,2109.1756351936,45364.6873129923,26.0071656606,990.7861788574,12.5,1728.75813,20339.5417729946,2970.89,1268.160975258,1230.89472,53.2724584,18.583021953,121.7099999,105.68,1203.5,-14537.4252422829,708.5303830397,44064.1017247475,16641.45,2050.0,-7574.2,217866.4151780761,11336.502,19635.1237100854,924.9778637,2975.5279380561,1600.2816901408,4056.6130596,1463.737592,-0.82,4104.1,310.551520359,1141.8835999,1077.7599146,738.9326528348,2159.2899517,626.96,,1055.0538111617,45432.1535559747,435.8242268908,408.465487,10082.341057483,275.5255351002,5069.2377676689,502.0739411535,216.4551883064,35943.753393,94.3199999,699.3653610341,3254.7993466027,3866.8319868,887.995532017,175988.0641295906,,1081.1873992184,-308.9303895452,967.0,529.4786960407,3064.1689045,-2514.9519417373,-2171.6514954,1673.0,4555.8,27.9763474341,443.700093,8206.4767945,5639.1559619,15270.8316752885,9181.7369912349,1070.8789999,237.3,3840.4748696328,11857.8099999,379.8,15.4996151,8141.0266667,409.1661244187,2690.2293631421,,194.545,252.4359045351,59700.1083770357,35.5442010056,106.1399145678,1675.0773601465,31.5971550749,1729.3769932118,14435.8149339842,679.6556442,102.9,266.741456,41.3213383803,5234.9540714465,65063.282840458,8927.6756901,240.4517530234,42.9949999,12.3470860877,176.8297449,1002.7375193079,,737.6521402,-331.0,8550.9018465,39185.7000993049,467625.0,1085.4044786,769.0,11800.0,-15.445,1304.8666667,421.0
2016-01-01,93.5913153,1100.671891147,1636.2992364,-179.5176189,3260.1643418,333.8239455,27.5418993855,48401.364842664,-8508.3064289035,4500.0,1259.5309198,243.3510638298,2332.7199999,269.3349267,1237.8,68245.1130149875,43.987411,131.7906839966,82.0,335.3655304,349.7591302159,142.5225765056,53700.3836574,49022.9459368,-149.6412928657,1040.260879768,390.6221139111,0.0554566185,125.9806521069,2475.916,663.7889999,36055.8742323592,58815.5907877,7.2560904839,244.6821209694,10522.7162137,133711.42,117386.9689845084,1942.0742308375,9692.0,13857.9377207,1611.6181955885,10.4632391,2203.9483806,577.871519342,266.225576144,133.0464048603,10928.2628544863,9814.7688699472,,1204.7086171,235.3039044999,2406.7,764.1908681,8106.8,347.4248,53.9988129036,1033.2866396582,389.841027307,8581.833477231,23077.2176838016,61.57578899,1243.660159686,-27.7,1653.99338,22679.6473401076,3470.67,2765.1534513294,1174.37206,1618.4472603,23.998591171,57.99908,104.9,1139.4,-5438.5483919219,-427.2365816464,44480.5717541894,3921.23,3372.0,-6255.9,39413.561798499,11988.255,28468.517411503,927.976719,19358.8360085998,1552.957746338,8514.3163369,1138.6128817,1.8069999,12104.3,418.7464119282,616.0,935.2961728,254.5881206969,2568.485071,453.18,,302.6056540701,17580.9700914303,450.6262707285,115.7,11335.9277294313,356.4765889328,4248.4326227004,271.1978404539,378.7644322698,31187.835391,-4156.4049999,226.4096433553,2157.1494410287,3093.4,355.5902317733,60488.8963826349,,541.4689905518,2978.7056309301,989.1,301.3324780821,3453.258408,-3899.880952381,2265.2795839,2576.0,4745.4,-39.7649208594,641.248989,6458.5218582,8279.5482749,15690.1475608581,5688.5475018264,773.9009998,83.23,5000.3874165947,37175.766913,342.3,30.6077707,7452.5333333,472.4097959111,2595.4809196166,,155.24,139.0,67502.0809959828,54.7099621229,805.9007803679,1245.9416855947,38.6075274498,2235.0014718269,29653.9815368267,897.0493759,296.6999999,299.9871397,21.3848676885,19610.2775172594,88472.3811790256,3486.2756535,374.6046213278,5.479,8.8461226,-23.5981824,884.9969506944,,625.7043619,4055.0,9604.7729999,258698.6754519801,459419.0,-1821.1025434,1068.0,12600.0,-561.0,662.9068877,372.0
